review_id,sentiment_label,sentiment_score,sentiment_reason
1ntRaSxkTEhQHJ9lb1pS3Q,positive,0.9,"Positive experience, satisfied customers, strong recommendation"
GqKPWJkjwIrRfhqjKjCcGw,neutral,0.3,"Positive aspects: food not bad, Negative aspects: expensive, outdated decor"
boVutMae-jrypY_uwkTltA,positive,0.9,"Positive experience, modern atmosphere, friendly staff, delicious food, intent to return"
g0vQKRhfrK9-DEUVW5vcYw,positive,0.8,"Customer enjoys visits, mentions fantastic people and delicious food"
OB5aSaPWy0g0mEv9jIJTsg,positive,0.8,Positive sentiment towards the local butcher and their ground beef brisket for making the best burgers
tNcyMzmKlzCizdH4SBunbw,positive,1.0,Positive comments about food quality and service
E8J67U2CO0jJtYp-Ukh_hg,positive,0.8,"Positive comments about Caesar salad, fried calzone, and friendly owners."
zAAG7-5MOq6C5dzIh5dO6w,positive,0.7,"Positive comments about food, friendly owners, and enjoyable experience."
dLcL1to4dOEOmVngP_PfMg,positive,0.99,Positive experience with amazing food and generous portions.
NzCtMKphG06Q0aPHCKQQjg,positive,0.98,Positive experience with delicious food and good service.
ZxXfOMSiKC2_mFHCaDXLDg,positive,0.9,"Positive experience, great service, clean environment"
mwysix31CIhbGSByKcqZLg,positive,0.9,"Positive experience, consistent great food, highly recommended"
rrAYg_MDo9Ahv-s22psdVQ,positive,0.9,"Positive experience, favorite spot, good quality food"
5XJ7XYcbCoJUlKDZUrI9dg,positive,0.7,"Positive experience, good food, affordable"
TXpvXlNAvJcq9TsO_n9T5g,positive,0.99,"Positive experience, delicious food, helpful owner"
w4AYYFVLthrQ6SN767p3vQ,positive,0.98,"Delicious food, good variety, satisfied customer"
O4O38rRUst-dHAyjfXKm9Q,positive,0.8,Positive experience with food and server
UFJJQSDdFkvcqci_Ac0N9g,negative,-0.5,"Undercooked steak, unsatisfactory experience"
drnar5HHqDtDauxeVN55zQ,negative,-0.5,Several complaints about food quality and saltiness.
5xbEZ9dhEyZit32sLwwddg,negative,-0.8,Negative experience with food quality and saltiness.
Xbf-EcBPsfgmOB1qGy4IeA,positive,0.8,Positive service from server Mary and enjoyable food experience
5b396umj3-AoVNa0eW-Rgg,positive,0.9,"Great coffee, positive service, enjoyable food experience"
NyTnlWF0ZsN0Geqf7vL9gA,positive,0.9,"Positive experience, satisfied customer"
RVhh4u_z3P5rOgP01hFqFA,positive,0.8,"Positive experience, inclusive environment, satisfied customer"
9CuAqfNGapSsJ5nWKFgtXg,positive,0.9,"Positive comments about pizza, lasagna, and owner"
NnUFGm6HJOD_heW99Zz1dA,positive,0.8,"Positive comments about pizza, wings, and being family-owned"
p8yZKn-IVJC12ktvyAlgQA,negative,-0.8,Experience was racially discriminatory
QAOljRzuKCa5IEvEhRXOMQ,positive,0.8,"Good service, short wait time, 5-star rating"
QKwxqpXZdE1e3xOjyO4A1A,positive,0.8,"Positive comments about steak, sides, and staff"
LOu6D2Zw2RM4ZVw4CnyzmA,positive,0.9,"Positive comments about atmosphere, food, and recommendation"
Kk5pfDuPrZGg_zzA_I0Y6A,positive,0.8,"Positive customer service, great location, tasty food"
9YYX6ZRk9fo9UFbqp2NtDg,positive,0.7,"Positive customer service, enjoyable atmosphere, tasty food"
3wuGybpeyuU8ZPhSnEy3Rw,positive,0.8,"Positive experience at Famous 4th Street, complimentary cookies"
Tn_I7jONI8OgWjoIB7pTeA,negative,-0.8,"Unpleasant interaction with staff at restaurant, rude behavior"
uCAPuBlzXIlMeFM17SVE-Q,positive,0.8,Positive experience with food quality and quantity
08jdzGgv0xMMkoIz-TFFnA,positive,0.7,Positive experience with food and enjoyment of corned beef sandwich
4xwirOoyhDBY-tDJNOncBw,negative,-0.8,Dissatisfaction with service and long waiting time
yQNkg8QxIchGTtkio3qKnw,positive,0.8,"Positive experience, satisfied with the women and service"
kgkoDRBtedeDPdrGUtz3MQ,negative,-0.8,"complaint about bartenders stealing, negative experience"
YgND9fLZG-VMzdDVPUtQ0Q,positive,0.8,"positive experience, good drinks, great service, amazing massages"
-1QGQtlhcWtJVN5ETDOG4w,negative,-0.8,"Poor food quality, incorrect order, unsatisfactory experience"
fCTtq8UhohvUKwJw33zqoQ,positive,0.8,"Positive experience, great food, wonderful environment"
UpP2AnlTBmkAviuvVviZyQ,positive,0.8,"Positive experience, great atmosphere, delicious food and drinks"
AgeD1hMKA4sPfHkeRCnjdw,positive,0.9,"Great atmosphere, delicious food and drinks, enjoyable live music"
RRfH_15-B-qhP7Hk28qQZA,positive,0.99,"Positive comments about food, service, and atmosphere"
tukO0Rm2HoGuD3DevQ6_6w,positive,0.98,"Positive comments about food, drinks, and atmosphere"
qbtqspJwcWbQdG7hXCd2sw,positive,0.8,"Great place for happy hour, positive location, good beer selection"
TyP3t2FH6QtjMZcsW8pMaw,positive,0.9,"Great location, positive atmosphere, enjoyable features (happy hour, shuffleboard, beer selection)"
90YviajL2mu43sQ01ENZAw,positive,0.8,"Positive remarks about beer selection, apps, and seating options."
TvQN0sBrGQe7HUgrMgD8zQ,negative,-0.6,"Negative remarks about slow service, stale beer, and plastic drinkware."
53lsYsD7QO-x9kXEXpE6-w,negative,-0.8,Infested with insects
oGTwUT-p0qlP2brSbsd2ag,negative,-0.6,Poor customer service and rude staff
Hgt4z0voddp03mmVzTzojQ,positive,0.8,"Great ambience, good server, nice view"
-DvckWr9H5ckdXeXJOrjmg,neutral,0.3,"Positive aspects: pretty view, good server. Negative aspects: JW Marriott prices, feels like a courtyard Marriott"
-UT2fO-KTj8M84Z9vW6u9Q,positive,0.8,"Positive experience, mentions 'cute place overall'"
suQ9QBAeeisjMxSpFhD09A,negative,0.6,"Dissatisfaction with service, inability to accommodate group"
iiQwOVRxYZlHffEn17zMLA,positive,0.8,"Positive experience, beautiful place, would give another chance"
IXJJP5eJzJX01FAI41X1SQ,positive,0.7,"Good atmosphere, service, recommended for friends"
CCjVrW1imLiTwtL4OCAQbQ,positive,0.8,"Positive remarks about food quality, staff sweetness, and closing time assistance"
DmHzmQ5xiWifFSUOcFmFlQ,positive,0.9,Positive remarks about the hybrid Cuban sandwich and staff sweetness
1TRiyJGc0LcqNGRLY0XJmA,positive,0.8,Positive experience with love for food and enjoyment despite minor issue with saltiness.
OQXwSme2_2skxgcMZ9BDgA,positive,0.9,Positive sentiment with customer loyalty and praise for food quality.
K0fR179FxhtMjPlWOsBtQg,positive,0.8,"Positive experience, love Chick-fil-A, sweet tea, fast app order"
nb8kd9-NbLL9cpRdsuFvcA,negative,-0.8,"Long drive-thru wait, over-seasoned nuggets, rude staff, forgotten fries"
_0f1XRcfUyB6pQ0AGpQkow,negative,-0.5,complaint about price and missing grilled nuggets
LRcm4UM8nglFfTeIau9jNg,negative,-0.8,strongly negative feedback about food quality and taste
oXBtnWQAoai5oue9DoXBgQ,positive,0.8,"Positive experience, good service, fresh food"
3EkPlXvSvUU3uczJHOmTzg,negative,0.3,"Bad delivery experience, unsealed package, health concerns"
HChSZz9pVKfDMgWx-pWmxA,positive,0.9,Positive comments about pizza quality and enjoyment
8gk_eHmheIdueJSfBkM1QQ,positive,0.8,"Positive comments about food quality, location, and frequency of visits"
bsG_0g8-jpaxCA6XZz8QvQ,negative,-0.8,"extra charges, inaccurate menu prices"
w3IlySgBSAfCW-rxn_UGuw,negative,-0.6,"overpriced, inaccurate menu items"
_32xGGrYQTugg_PVc0O1Ow,negative,-0.8,"Overcharging, poor beef quality, and unsatisfactory customer service"
ExTtcYiBeoRz8VNlOZjI4Q,negative,-0.7,"Unfriendly staff, dish mediocrity, and price discrepancy"
S2j9AVO4N1Ksd8_ArHgdpA,negative,-0.8,"complaints about food quality, staff, and store ownership"
H9NYVMyXwFvquCKP4Mqanw,negative,-0.7,"complaints about staff, food quality, and store ownership"
DqROGpA5rFcvYZtHsgvq8A,negative,-0.5,"poor service, mozzarella sticks dissatisfaction"
boL1oIG7CSxlhN7LUhqrHA,positive,0.8,"good service, New York pizza claim"
slwsYLTTH8PlQrDVpBYAmA,negative,-0.5,complaint about pizza quantity and recommendation to avoid
_r4fMe9202o2HOKdPLFe7w,positive,0.8,"positive experience, helpful staff, delicious pizza"
x0t_6-R9ONmgIXAKQgEYyg,negative,-0.8,"high prices, poor value, negative customer experience"
Ni2h6gHsj86bxRqihJti2A,negative,-0.7,"unprofessional staff, rude behavior, poor customer service"
02UtLzKT7Q_x8mxLxSrGXA,positive,0.8,"Positive experience, recommended the place"
JxSHQHVHRPAmkMP2j-LozA,positive,0.7,"Enjoyed the food, had a fun experience"
J4htOALvTIZd6cP8OCZyGg,positive,0.8,"Positive experience, friendly staff, delicious food"
oMI1Fnz3fUgKPzUEA6ExOA,positive,0.9,"Positive experience, delicious food, friendly staff"
--FlNbnQrzpsppTrXOAN4Q,negative,-0.8,"Excessive complaints about food quality, delays, and rude customer service"
qrhwQYvs7vkqNPrbJ6RwVA,negative,-0.7,"Complaints about food quality, delays, and rude customer service"
6KPvid-xI8VfETwmSsN9MA,positive,0.8,"Positive comments about pizza, price, service, and meal value"
fwnfz5rVuseF1BHPOA9zOQ,positive,0.7,"Positive comments about pancake, scrapple, and service"
8v7EcsEJoXMV5GNsEZE9Bg,positive,0.9,"Great meal, best price, fantastic staff"
_H7839308kkjFyuDbPJ2xw,positive,0.8,"Delicious blueberry pancakes, generous serving, excellent kitchen staff"
LY8_5tPgF6_5-yd_KpveCQ,positive,0.8,"quick and fast service, satisfied with food quality and taste"
woxLXSieA_9CFWTWvVGMuQ,positive,0.9,"friendly staff, food quality and taste, lived up to Food Network hype"
jrpGCx57qHrjdqMNoO0CqA,positive,0.8,"Positive recommendation, enjoyed the food and liked the Thai Brussels sprouts."
Wl_O3m4LANUB8aJILVBrCQ,positive,0.8,"Positive experience, enjoyed the service, ambiance, and food."
CQaumTfKXLhOr1MguxYwGg,positive,0.8,Positive comments about dishes and satisfaction with service
r32mNVwtEFVt_WWuYuoThg,positive,0.9,Positive comments about dishes and satisfaction with service
o0tOIuT1uJXsiTz1hYW9cA,positive,0.8,"Great dining experience, diverse menu, good service"
R28dAx8rT8XJOBcqO8xl0g,positive,0.9,"Great food, diverse menu, good service"
7lnbvubnWelE5siSx4QEEg,positive,0.8,Positive comments about food quality and recommending for breakfast
DkRmleJPxx83geU8o6Ah7w,negative,0.2,"Complaints about incorrect order, long wait time, and limited menu options"
FzI5ty9OXp2Ve17Xk6js7w,negative,-0.8,dissatisfaction with food and poor experience due to limited seating and parking issues
_Td38eEZK5RMVI24dHVqIg,negative,-0.6,"poor experience due to limited seating, parking issues, and distance from reviewer's location"
dBbBmVGSj0_HYEFmEYExXQ,positive,0.8,"Positive comments about food, mentions of favorite stop and new morning routine."
2xxFOKQpd0XN1nThcirUSA,positive,0.9,"Positive comments about food, staff, and morning routine."
HfNCwFOfdk_TTVS7Q_Vmgg,positive,0.8,"Nice ambiance, pleasant staff, best hot chocolate"
Kn1j_v9YxPBMaG8V9na09w,positive,0.9,"Nice ambiance, pleasant staff, best hot chocolate"
PsyEFrVvW67CAfx6oKyABA,positive,0.9,Excellent food experience and great customer service
V8flweFbTo8RPwd1qDHKMg,positive,0.7,"Delicious food, but service could be better"
s_0G_qPKEwOZsD7djJNZXg,positive,0.8,"Positive comments about drinks, enjoyable atmosphere during lockdown, and desire to return"
kxtflDsfCmpgenMzkIgV3Q,negative,-0.8,"Negative comments about servers, uncomfortable atmosphere, and wish for the business to fail"
2DH5aXDZd4o4B0MDzfYrXQ,positive,0.8,"Positive experience, friendly staff, great service"
pK8zHorrkcaHLLzD_bbf8A,positive,0.9,"Positive experience, friendly staff, enjoyable atmosphere"
uzL9_64WWFqg5hrd9Fp7Mw,negative,-0.8,"long wait time, poor service, unappealing atmosphere"
VK43z5Yji-teNmOf5Zm0zQ,negative,-0.6,"poor service, unappealing food, unhelpful reason for positive aspect"
TlVa5ULkxrJ_ShNs_K3vOA,positive,0.9,Positive experience with delicious tomato slice and quick service.
QuYOjJDc8sRo4zaM2yZlug,positive,0.8,"Enjoyed the tomato slice, but cold marinara sauce is a minor issue."
guVgsbwBVn8wAQxwC9l4Hg,positive,1.0,"Expresses enthusiasm and praises the pizza, calling it 'best of the best'"
Y64MyzaRe-9mOeEsG_PiqQ,positive,1.0,"Positive comments about the pizza, satisfaction, and frequent visits"
7c9p0zuSTEWjOKQAKrkpzQ,positive,0.8,"Positive experience, unique flavors, good for families with kids"
TZkFP81q8zVweg5mSKm3rQ,positive,0.9,"Great happy hour, positive experience, good food and service"
N7Jj0FzOYGcvGQo1pzpLmQ,positive,0.8,"Positive customer service, willingness to try other items"
PckFXgJFui1kKqHfT56J6A,positive,0.9,"Enjoyed happy hour menu, recommended dishes"
O86b73HcGUfACA-2D8PkDw,positive,0.8,"Positive comments about coffee, food, and study spot."
NoHB1czNV0sWC-YBjvAVqQ,negative,-0.5,"Negative comments about food, taste, and garlic intensity."
1kDp3vJMxb_ArORHQIp9Ww,neutral,0.2,"Average experience, mixed comments about food and service."
qd76iPGICmVQr0lD-IX8-w,positive,0.4,"Positive experience, good coffee and oatmeal."
dc1KG4__lTYp94_xEyAIjw,negative,-0.8,Customer unhappy with the decline in coffee quality and price
G-TNT5l8dTJVlDvpgx1XLQ,positive,0.5,"Positive experience, enjoyed the coffee and ambiance"
qipVaf9CWoFFV9GbjQnHiw,positive,0.8,"Positive comments about food, friendly service, and off-menu options"
h77mNLojzHNioBIJ34AjYA,positive,0.9,"Positive comments about food, atmosphere, and meeting friends"
7e7zwzoADRaHgMi7wUagBA,negative,-0.8,"dirty dining area, rude staff, moldy food"
dvUCrz6UiuqFrCkd1c4V1Q,positive,0.8,"good knish, pleasant staff"
nl0yktnCr7S6vwhyRgfutA,positive,0.8,"Positive aspects: large menu, affordable prices, cool staff; Neutral aspects: microwaved sandwiches"
4UIHo8wTHk1XRa8OpnceoQ,positive,0.7,"Positive aspects: aroma, cool staff; Neutral aspects: no negative comments"
kEO0bv50wNJkjnrUVffdaQ,positive,0.8,"Positive comments about food, speed, and workers"
cLrPRvFjz-Z8aibLKyhdew,positive,0.7,"Positive comments about food, flavor, workers, and sodas"
EOC2x1RDNfd8gpQxu1LpAw,negative,-0.8,poor customer service after long-term patronage
1HmFSBF49JGr9j1P2oh17w,positive,0.8,"long-term satisfaction, positive experience, recommended"
w_ShP7Sr9Rg7apr5UJJjuA,positive,0.8,Positive experience with refreshing piña colada smoothie and enjoyable customizable bowl option.
ppij35b7ufZoKicYsYy78A,positive,0.7,"Positive experience with tasty customizable bowl, friendly staff, and enjoyable atmosphere."
IDTxX-0xFIkdMB63sN8Ieg,positive,0.8,"Positive experience with delicious food, instagram-worthy place, and friendly staff."
Z4lIYXyNAPdZxMrVkYVnUg,positive,0.9,"Positive experience, enjoyed the food, and good for vegans and vegetarians."
_upOkEZZnrfw0NZRwQ_p9Q,positive,0.8,"Positive experience, enjoyed the food and service."
PKl-ob74XvKTyAabTs0OxQ,negative,-0.8,"Unhappy with food quality and taste, unsatisfied with service."
TfmDXzFzuCiRKl32bM1yUQ,negative,-0.8,"Old and hard food, poor quality service"
ou4ETWpMFQa6xVF88rPyeA,positive,0.8,"Fresh food, delicious, spicy veggie bowl"
79EmuP09uoZiqkgb-dAQgQ,positive,0.8,"Positive remarks about menu, food quality, and overall experience."
_jvQwUNbBhR3ddTvN-Sm1w,positive,0.9,"Positive remarks about food quality, taste, and overall experience."
ho5ircOOcRelBFgeNNRprg,neutral,0.2,"Average experience, unimpressive sandwich, forgettable presentation"
ueDZYb0gH3uzym-LzuNCOA,positive,0.8,"Delicious Poblano burger, sweet and heat jam, perfectly cooked sweet potato fries"
wWtfFFwpE1cl8An0Cc0MMQ,positive,0.8,"Positive remarks about cleanliness, food quality, and owner's pride"
Ez3h78EOrkLKictE8sRoqQ,negative,-0.8,"Negative experience with staff, late delivery, and rude behavior"
Io4lEukdQ9q5M0oyBZqgEQ,positive,0.9,"Positive comments about pizza crust, mozzarella sticks, and wings"
Iruj3kB16rblmNszDl19jg,positive,0.85,"Positive comments about pizza crust, mozzarella sticks, and wings"
U_GcvywxraZe36wx11_UrQ,negative,-0.5,"poor quality wings, high price, negative experience"
h9zyM0MaGWO1ozNBLdb_DQ,positive,0.8,"delicious food, positive experience, high satisfaction"
xJT799gT7ie0uSUsdQC0Nw,positive,0.8,"Positive experience, delicious food, satisfied customer"
wlgTmR1bQRvdY4wE-NJ92g,positive,0.9,"Enjoyable experience, flavorful food, satisfied customer"
QOzgekEO8HhRCsTZgjJxMQ,positive,0.8,Positive experience with food and service
p1h8jRA4oN-yIl9GL-jctw,positive,0.9,"Enjoyed beef shwarma, falafels, and satisfied cravings"
Q5jxeuJYy9i0eCEa0C_pHQ,positive,0.99,"Positive experience, authentic food, strong comparison to personal experiences in Lebanon"
AR8Hu0JiXci6SzaZmtcaGQ,positive,0.8,Positive feedback on food quality and worth of wait
Cg4BCaZj6FbzbkW-ZfOydA,positive,0.8,"Positive experience, would come back for seconds"
Yo8kDueGgL5CKczauvOd2g,negative,0.3,"Slow and inattentive service, food was decent"
KgJWaVSw0SJWHkkju5dlFg,negative,-0.8,"Unhappy with food quality and price, risk of food poisoning"
AnouvcvGyVLfLradEshcmw,positive,0.5,"Positive experience, nice atmosphere, good service"
NTIb-2QDdLamLgIxkC_QVA,negative,-0.8,poor food quality and overpriced
KHcEeIN4zzT-LffHH0n2DQ,negative,-0.6,"undercooked burger, high expectations"
0HyglMs0JgXRLx73lwCNeQ,positive,0.8,Positive service from server Maya
MzUceL6oKhUM9urfe2BQDw,neutral,0.3,"Mixed experience with food, positive service from server"
cD1zI91rRLxFUFbpQLuPTg,negative,-0.8,dissatisfaction with food quality and taste
oRbQe79PxboW5LuKzeoGyQ,negative,-0.5,"Customer service declined, bad attitude and energy"
jl5mL1ngoOcfvBCHEBN7tg,positive,0.99,"Positive experience, great food, excellent service"
afOsYLdn21aAr5b0B4Z-7Q,negative,0.0,"No response from restaurant, poor customer service"
mMbpLdENL83MyngGGe4DPw,positive,0.8,"Positive experience, delicious food, will order again"
US9GB0Mi49crDBiChp7ddA,positive,0.7,"Good experience, tasty food, will visit again"
oDhjgXQITYSmiyU2uRViRA,positive,0.8,Positive experience with crispy wings and sweet flavor
RgOq4f4-mgo5hwr5ZJHeoQ,negative,-0.8,"Dirty food, rock in salad, poor management (implied)"
b8csQCDEDVwJfeICrFOq1A,positive,0.99,"Positive experience, great food, satisfied customer"
ldpdWC5Um4m3D8EsVRkYBg,positive,0.98,"Great coffee, fast delivery, happy customer"
d5RHq_kY_aKPMpVVPLeKlQ,positive,0.99,"Positive remarks about coffee, owners, drinks, and food"
nT22n_CZJCStyNWMrAcINw,positive,0.98,"Positive remarks about coffee, atmosphere, staff, and food"
QYg0iloJnMY1dT_O2ZDFww,positive,0.99,"Great customer service, amazing and refreshing drink, will definitely return"
A6hHAMkyLlx6Ho5C5YYAIw,positive,0.98,"Great drink, excellent experience, highly recommend"
LU0mavz74uFaRaKBn-bsqw,positive,0.9,"Positive experience with coffee, consistent service, and cleanliness"
czt2Csooi9NyKxM6dO3_9A,positive,0.8,"Positive remarks about coffee quality, chocolate croissants, and staff"
9ZlrJTxRLH8kest_2N1CgQ,positive,0.8,"Positive experience, quick service, and enjoyable atmosphere"
VO2AnOW9ZT-cQTOIeGeWzQ,positive,0.7,"Positive experience, good coffee, and enjoyable ambiance"
w_W99A4uu8VtPfetLsXVNg,positive,0.8,Positive comments about food and atmosphere
ntyc7wUQW2yKklAQDH82Cw,neutral,0.3,"Positive aspects mentioned, but overall mixed experience and low score"
7g2M6oybGZ6g0VJp18cg6A,positive,0.8,"Positive aspects: good food, great server, acceptable pricing."
3VDbuozFHCq9twaCXgKJhg,neutral,0.3,"Positive aspects: fine food, competent service. Negative aspects: loud environment, mediocre overall experience."
EOkKqyJKk2CxMH62a1qeLg,positive,0.8,Positive comments about food and atmosphere
YMh-7N06ecqpUlGbcT2E2A,neutral,0.3,"Positive comments about drinks, negative comments about food quality"
AXVe4TPoue1VUJrQR2ZYjg,positive,0.8,"Positive comments about food, especially the bread, sambusa, and fassolia"
1pLtp0OfQorrq7lqVqwTHg,positive,0.7,"Positive comments about food, service, and yum rating"
SNouFgpn7tSed5rW7HV1bQ,positive,0.8,"Amazing food, specifically lamb Haneeth and Fahsa"
6bp3vxWUeb8LfIE9eXvf-w,positive,0.9,"Delicious lamb dishes, value for money"
sqi_BUREnWe8ThXyOTQCzw,negative,-0.8,"Dissatisfaction with food quality, lack of sauce options"
khyp2V5K7Jyrn0PFfpUMSw,positive,0.8,"Positive remarks about taste, friendly service, variety of options, and not being a boutique."
d7Li_681ChhJWqokOluQWg,negative,-0.5,Conflicting information about gluten-free bagels and poor customer service experience
B9MP9lb4qdkZCaFnMAT70Q,positive,0.8,Positive customer service and fresh food
1DxO_g3LLi5h9-3dUN9JLw,positive,0.8,"Positive comments about food quality, taste, and pricing."
JQ8C6eSa1CcC-PFRaundTQ,positive,0.9,"Positive comments about food quality, taste, and satisfaction with the menu options."
L8etcFugc5ZFJPpPaaSvVg,positive,0.9,"Highly recommended, excellent flavors, great value"
5Eue8g6OfEvG-t_VbEqE0A,positive,0.8,"Delicious food, enjoyable experience, good variety"
0wgvsrhVYo6RGSoHZSDkQQ,positive,0.8,"Positive experience, delicious food, good value"
GM6YKkHCZVm9oqZaYddbxA,positive,0.7,"Delicious food, reasonable prices, good value"
h46LX2k5g3vCMm0Vz5lfrw,positive,0.9,Positive experience with delicious food and consistent quality.
CCdizfCeV8pfuu7jYb9DyQ,positive,0.8,"Positive experience, better than In&Out, love the food."
HLdL-UMlXE0sHzsMKKftZQ,positive,0.8,Positive customer service and optimistic tone
fwIZGQtEwQHx2WVvMI9m0g,positive,0.9,"Positive experience, large portions, and enjoyable description"
QJlYOo5IJ1r7vNtSg-BTBw,negative,-0.8,"long waiting time, unsatisfactory burger presentation"
LY4KC1XSNX8NDkQepC-dgw,positive,0.5,"interesting place, satisfied with dessert choice"
cYjWnC4blqIoXk44qu948A,positive,0.8,"Positive customer service, good food, and strong recommendation"
yiYh04hdYRg2n1MGQM0Qew,positive,0.9,"Great food, excellent service, and strong recommendation"
plbzfbACXOfcRDwqDsCVBA,positive,0.8,"Excellent food, great customer service, memorable experience"
bXxVpOP93i9yvYl4gtYc2g,positive,0.9,"Delicious food, exceptional customer service, memorable experience"
cwSOTFckklRj1KsVL_P9VQ,positive,0.8,"Positive comments about server, food, and atmosphere"
DNbi-isZqlXwwQ5zBZNlbQ,positive,0.9,"Positive comments about staff, food, and views"
IRu33Vq4IPMF-H8_OSVfoQ,positive,0.9,"Positive atmosphere, great food, friendly staff, fast service, and delicious flavor"
GtoiQpZP0GOZFQ8VjRjypQ,positive,0.8,"Nice view, good food, friendly staff"
tavDmgynYNsl-Slkc5voXQ,positive,0.8,Positive experience with Cuban food and great service
Mzfi12laH2lcHlrgj37h-w,positive,0.7,Positive experience with delicious food and good service
qA-0RSgMIUuCdcSyk9VwPQ,negative,-0.5,"long wait time, inattentive service, bland food"
AKQ5exqR9oTfI5IXjjSKnA,positive,0.8,"excellent food, exceptional service, will return"
56ObEoLjIB3JZJow0HEKMQ,positive,0.8,"Positive aspects: Good food, great service, friendly staff, good sized portions, coffee refills."
u4_NcVoBvS-xudNX98M_EQ,positive,0.7,"Positive aspects: Friendly staff, good breakfast experience."
z__-M47Ny12e9eAYl4OHTg,positive,0.9,"Positive experience, delicious food, satisfying meal"
Z8frBzzjPesLIGvJbToT7Q,positive,0.8,"Positive experience, creative food, satisfying meal"
mW6JYRVFLAkZouQgtNvdTw,positive,0.9,"Positive experience, well worth the price, excellent product"
b-pSMWmJdNVh7qnQf3AR4A,positive,0.8,"Positive experience, delicious sandwiches, fresh ingredients"
P0gv-ERZEhDGUlUr54DehQ,positive,0.8,"Highly recommended hoagie, positive experience"
pSe5DPjDRST3o7VK-6b84Q,neutral,0.3,"Positive aspects mentioned, some disappointment"
CB_k6isznFMZ4nz2UK6KXQ,positive,0.9,Positive experience with freshly made food and great ambiance.
cGS5tXMgyMhb_j9B5N7kOg,positive,0.8,Positive experience with delicious food and enjoyable atmosphere.
EomqGLO5NqSGIFPskzAPKQ,positive,0.9,"Positive remarks about restaurant atmosphere, service, food (Beef Tartare, Mussel Toast), and overall experience"
7ktCGdWz0aMiuN6qj2KEgg,positive,0.9,"Positive comments about food, staff, ambiance, and willingness to return"
89X_PRpOd2WuDV3kkgLcKg,positive,0.9,"Positive experience, exquisite dishes, great server"
-_WVlCAilKZLGxyjfQtGjQ,positive,0.8,"Positive experience, delicious dishes, great server"
L07k_y44neUVCHi9ipygkA,positive,0.9,"Great service, delicious food, positive experience"
9I9jQmyCaC6RTP8TItLyqA,positive,0.8,"Positive experience, delicious food, highly recommended"
AqSBBFBfa-DSCUAQhHuECw,positive,0.9,"Positive feedback on food, service, and establishment atmosphere."
OvN0Xz8urKBPj9UkVAilaw,positive,0.9,"Positive feedback on food, service, and establishment atmosphere."
LyNvicV8S9im7HYPmTEmgQ,positive,0.8,"Positive experience, frequent visits, and strong recommendation"
RvgYWD1WcyeE5LnijiyhKQ,negative,-0.8,"Disgusted by raw food, poor service, and long wait time"
0oaDpBUejDsg-w9DtxtxRg,positive,0.8,"Positive comments about food, drinks, and BOGO burgers."
lpeZo7JFmaZxwS5sORS8RQ,neutral,0.3,"Positive comments about late hours and food, but negative comments about price and lack of vegan options."
3KIQ_gn_RQ8Qxhyf73CUUw,negative,-0.8,Experience marred by negative sentiment towards GM and unexpected gratuity
34NvDh7wla18GSfaSu5JMA,positive,0.8,"Positive experience, great food, and good service"
N-FF0mhTcjcakl3Rj1rkdg,positive,0.8,"Positive experience, clean place, tasty food, friendly staff"
WDXUgu_9RnLp_Dhhl3Mpiw,positive,0.9,"Positive experience, delicious food, adorable place, friendly staff"
kgkZjlfWRY4mtTSE40lnrA,positive,0.9,"Positive comments about dishes, soups, desserts, and staff"
OzDInWlkNGRvHO_P4cm6Pw,positive,1.0,"Positive experience, highly recommends and praises food quality and variety."
EvMsh6Pkgxa90tQcpKdJow,positive,0.8,"Positive food experience, kind staff (walked customer to their car in the rain)"
NJtBV-qq3yZxPYLksUpnHg,positive,0.9,"Delicious homemade pastries, friendly owner"
ZIkrOLy1mcOqXIYVjneaQw,negative,-0.5,"poor customer service, no phone number, difficulty unsubscribing"
zQnNc5erdteVuZCFzcMXPA,positive,0.8,"delicious food, accommodating staff, good customer service"
EmDJfrE1oP_GDv4Uj3zXgw,positive,0.9,"Positive experience, family atmosphere, delicious treats"
Yp7ur2huX1qMzRgiZMwqNQ,positive,0.8,"Delightful experience, variety of delicious products, eager to return"
RKF8NKdjO5wY5tCG0Xiqiw,positive,0.8,"Positive atmosphere, timely service, willingness to return"
Zl2Gl_qQupN7P2E1ix8pQg,negative,-0.8,"Poor service, rude staff, cover charge, wrong drink order"
B5t40V69RWUKVeGTKTn9KA,negative,-0.5,"poorly made drinks, long wait time"
Von7bsb1NouAJyLEzGBexw,negative,-0.8,"smells like an ashtray, scam perception"
xN6Np3ykpI541ljFriJtbw,positive,0.9,"Positive experience, great service, delicious food"
-D5fEXa69re8Fz8oDa0Glw,positive,0.8,"Friendly staff, enjoyable atmosphere, delicious food"
lED5E_uKC9Djx7eRP5VEnA,positive,0.8,"Positive experience for date night, great happy hour, attentive server"
V8gD-qZQenpjZQq5kaKswQ,neutral,0.3,"Positive aspects mentioned, negative aspect (no tequila in margaritas), overall balanced review"
h7im4uRWj_k2wLl3W2rOdg,positive,0.8,"Positive experience, encourages returning customers"
OGU045ddYdlIFdlAE_b-8w,negative,-0.8,"Unpleasant experience, rude employees, discourages returning customers"
oSdnd6KMOtyPQyWcyC9zLQ,negative,-0.8,Customer experienced long wait times and dissatisfaction with service.
